source_path,start_frame,end_frame,new_name
./pose_data/Custom/mp_0008_dg.npy,0,89,mp_0008_dg.npy
./pose_data/Custom/pz_0001_gd.npy,0,73,pz_0001_gd.npy
./pose_data/Custom/pz_0002_dg.npy,0,67,pz_0002_dg.npy
./pose_data/Custom/pz_0003_gd.npy,0,233,pz_0003_gd.npy
./pose_data/Custom/pz_0004_dg.npy,0,71,pz_0004_dg.npy
./pose_data/Custom/pz_0005_dg.npy,0,85,pz_0005_dg.npy
./pose_data/Custom/pz_0006_gd.npy,0,90,pz_0006_gd.npy
./pose_data/Custom/pz_0007_dg.npy,0,74,pz_0007_dg.npy
./pose_data/Custom/pz_0008_gd.npy,0,79,pz_0008_gd.npy
./pose_data/Custom/pz_0009_dg.npy,0,86,pz_0009_dg.npy
./pose_data/Custom/rd_0001_dg.npy,0,111,rd_0001_dg.npy
./pose_data/Custom/rd_0002_gd.npy,0,77,rd_0002_gd.npy
./pose_data/Custom/rd_0003_dg.npy,0,67,rd_0003_dg.npy
./pose_data/Custom/rd_0004_gd.npy,0,78,rd_0004_gd.npy
./pose_data/Custom/rd_0005_dg.npy,0,108,rd_0005_dg.npy
./pose_data/Custom/rd_0006_gd.npy,0,91,rd_0006_gd.npy
./pose_data/Custom/rd_0007_dg.npy,0,85,rd_0007_dg.npy
./pose_data/Custom/rd_0008_gd.npy,0,80,rd_0008_gd.npy
./pose_data/Custom/rd_0009_dg.npy,0,72,rd_0009_dg.npy
./pose_data/Custom/ss_0001_dg.npy,0,119,ss_0001_dg.npy
./pose_data/Custom/ss_0002_gd.npy,0,96,ss_0002_gd.npy
./pose_data/Custom/ss_0003_dg.npy,0,72,ss_0003_dg.npy
./pose_data/Custom/ss_0004_dg.npy,0,120,ss_0004_dg.npy
./pose_data/Custom/ss_0005_gd.npy,0,94,ss_0005_gd.npy
./pose_data/Custom/ss_0006_dg.npy,0,82,ss_0006_dg.npy
./pose_data/Custom/ss_0007_gd.npy,0,65,ss_0007_gd.npy
./pose_data/Custom/vp_0001_dg.npy,0,109,vp_0001_dg.npy
./pose_data/Custom/vp_0002_gd.npy,0,101,vp_0002_gd.npy
./pose_data/Custom/vp_0003_dg.npy,0,109,vp_0003_dg.npy
./pose_data/Custom/vp_0004_gd.npy,0,90,vp_0004_gd.npy
./pose_data/Custom/vp_0005_dg.npy,0,78,vp_0005_dg.npy
./pose_data/Custom/vp_0006_dg.npy,0,127,vp_0006_dg.npy
./pose_data/Custom/vp_0007_gd.npy,0,78,vp_0007_gd.npy
./pose_data/Custom/vp_0008_dg.npy,0,78,vp_0008_dg.npy
./pose_data/Custom/vp_0009_gd.npy,0,104,vp_0009_gd.npy
